id,label
7427,1.000000
956,0.999851
2473,0.000000
3688,0.999837
5657,0.000052
4464,1.000000
1404,0.000000
8241,0.000000
812,1.000000
12181,0.000000
11546,0.000000
3614,0.000000
9761,0.000014
4112,0.000000
6697,0.000000
8769,0.001349
4385,1.000000
9482,0.000000
2869,0.051477
11800,0.000014
3500,0.505679
5095,0.000000
7479,0.999998
2104,0.436146
7014,0.000000
5212,0.999472
2601,0.986979
8265,0.000001
7051,0.999999
8435,0.000000
4199,1.000000
6268,0.000000
3732,0.000000
1730,1.000000
1687,0.999863
3427,1.000000
7942,0.000000
4887,0.995471
6646,0.060883
3696,0.000000
1923,0.000000
8175,0.088228
5708,0.324233
7019,0.000000
58,0.000000
1791,0.999972
3543,0.000000
11757,0.955163
7644,0.999997
6066,0.999995
11345,0.000000
4190,0.976803
3282,0.000000
8127,1.000000
9239,0.000008
5909,0.000000
1627,0.000000
4551,0.999981
1897,0.000000
4931,0.999999
6232,1.000000
1357,0.000000
5349,0.988723
4970,0.000000
9952,0.000000
5066,0.998968
9106,0.982702
282,1.000000
5970,0.999995
11022,0.000000
4000,0.000000
7533,0.000000
5331,0.999611
1221,0.000001
4975,0.000000
2559,1.000000
12338,0.000000
1667,0.999967
9597,0.000000
994,0.000000
7193,0.000000
5105,0.000000
7619,0.000000
7392,0.999967
11082,0.000000
6095,0.000000
12087,1.000000
6856,0.999984
7964,0.993945
10006,0.000000
10201,0.000000
5356,0.000000
5932,0.000000
5898,1.000000
2585,0.000000
9680,0.999998
1184,1.000000
5582,0.000000
10906,0.000000
3386,0.000000
12122,0.903639
4048,0.000000
8329,0.000000
7247,0.999981
4411,1.000000
10080,1.000000
10866,0.999998
12248,1.000000
3761,0.999983
1620,0.999974
10880,0.000000
10431,0.000000
5841,0.000000
5530,0.000000
1551,0.000000
4905,0.000000
3754,0.994633
946,0.999975
9628,0.000000
9440,0.000000
4785,0.000000
9140,0.995767
155,0.999975
4771,0.999911
3719,1.000000
8906,0.000000
1981,0.999957
6683,0.000000
6737,0.999877
12456,0.999992
5789,1.000000
7777,0.000000
9598,1.000000
302,0.000000
6567,1.000000
6922,0.000000
7110,0.996783
4718,0.999988
6286,0.000000
10346,0.000000
3996,0.974516
10949,0.000000
8628,1.000000
2105,0.000000
3608,0.999998
2968,0.000000
1795,0.000000
11234,0.000000
5371,1.000000
3733,0.000000
2333,0.995952
11383,1.000000
10842,0.000000
2002,0.992787
5632,0.000000
8460,0.000000
1986,0.944939
11688,0.999999
2429,0.000000
8888,0.999996
6083,0.000000
8672,0.410030
2055,1.000000
10316,0.999971
529,0.000000
5914,0.000000
3346,0.935915
11213,1.000000
4120,0.000000
1320,0.000000
2140,0.573059
5959,0.814511
6999,1.000000
11001,0.999970
2768,0.999770
4758,0.000000
4065,0.000000
10667,1.000000
8267,0.989272
3605,0.000000
5676,0.999998
8327,0.901864
7949,0.979431
2963,0.000000
1800,1.000000
6312,0.586621
3366,1.000000
7566,0.000000
9678,1.000000
5472,0.000000
5743,0.000000
3526,0.998684
10383,0.000000
7045,0.000000
1653,1.000000
8790,0.000034
4798,0.000000
3632,0.997066
1805,0.000000
8856,0.000000
6288,1.000000
2139,0.000000
10943,0.000000
580,0.000000
9254,0.986315
3329,1.000000
7368,1.000000
12096,1.000000
1775,0.000000
11261,1.000000
5983,0.987048
3204,0.999361
1417,0.000000
361,0.994212
7438,0.000000
6423,0.000000
9666,0.000000
9882,1.000000
8462,0.000000
7743,0.000000
11070,1.000000
9132,0.999993
11237,0.999799
6328,0.000000
5653,1.000000
2990,1.000000
11902,1.000000
5026,0.000000
5680,1.000000
3616,0.000000
71,0.999295
4152,0.999907
5341,0.000000
1409,0.999987
7953,0.000000
3404,0.000000
19,0.000000
8126,1.000000
186,0.000000
8877,0.999920
217,1.000000
11253,0.999999
11632,0.000000
5330,0.000000
6956,1.000000
11860,0.000000
12130,0.000000
52,0.000000
4825,1.000000
6424,0.000000
1280,1.000000
9176,0.000000
2372,0.218803
1072,0.032911
6947,0.162020
4972,0.000000
3236,0.000000
7367,0.999321
1263,0.000002
3970,0.590380
5722,0.000001
5792,0.000000
1011,0.000000
1250,0.999462
7991,0.000000
8218,0.000000
1266,0.000000
37,0.000000
5887,0.000000
10392,0.000000
6711,0.000000
12292,0.997252
10329,0.999995
11058,0.000000
4490,0.000010
9458,0.999997
8968,0.894503
3980,0.982482
7744,0.000000
2692,1.000000
276,0.999925
5868,0.000000
2562,1.000000
5895,0.000000
3047,0.000000
1635,0.998177
4433,0.000000
10888,1.000000
8898,0.998947
7337,0.000000
427,0.996356
611,0.000000
5015,1.000000
10541,0.999992
2401,0.000000
3775,0.991432
4506,0.000000
7140,0.000000
12013,0.999937
947,0.000000
6076,0.000000
2478,0.999999
4971,0.999897
644,0.999845
3395,0.991691
7057,0.000000
8308,0.996362
6497,0.999990
8571,0.994117
10525,0.999155
2796,1.000000
6014,0.000029
1819,0.030758
5385,0.999965
6549,1.000000
10311,0.000000
11061,0.000000
1876,0.999999
614,0.000000
12095,0.987835
236,0.064595
12027,0.000000
5298,0.000002
7465,1.000000
7698,0.000000
10365,0.000000
3954,1.000000
8432,0.000000
6907,1.000000
6989,0.000000
1959,0.000000
8380,1.000000
1666,0.000000
3425,0.999983
1599,0.937190
4368,0.000000
2026,0.026193
3662,0.000001
12188,1.000000
8647,0.000000
3749,0.999662
2955,0.000217
8494,0.000000
861,1.000000
1982,0.000000
9447,0.000000
12086,0.917789
7568,0.000000
11696,0.999629
11960,0.999969
11357,1.000000
5473,0.999861
6333,0.000000
4189,0.000000
10393,0.000000
7839,1.000000
6274,0.000000
12180,0.999968
1498,0.999966
6311,0.000000
4860,0.996054
2896,0.000000
5289,0.982327
2171,0.999938
7331,0.000000
3888,0.000000
9976,1.000000
2646,0.000000
8230,0.999913
5021,0.602546
9235,0.000499
11224,1.000000
8085,0.000000
1296,0.000000
3200,0.999999
180,0.000000
9816,0.560229
1093,0.998911
4699,0.917881
617,0.999762
1338,0.000000
12394,0.000000
4587,0.000000
1496,1.000000
3921,1.000000
12164,0.000000
5367,0.952732
3307,0.000000
9829,0.000022
7599,0.981021
2563,0.000000
2970,0.000000
7172,0.000000
1976,0.000000
2754,0.000000
5442,1.000000
709,0.999986
12049,0.000000
873,0.999393
11325,0.000000
4428,0.000000
2022,0.000086
11248,1.000000
2286,0.999894
9091,0.000000
4449,0.000000
4240,0.999259
6598,0.000000
4160,0.000000
3534,0.034378
10843,0.000000
2354,0.000000
7755,0.000001
3962,0.999990
10271,1.000000
7963,0.616679
641,0.999683
6450,1.000000
9130,0.000000
2769,0.000000
6364,0.000000
10738,1.000000
601,0.990868
8157,0.999993
6961,0.000000
6721,0.999973
1772,0.000000
10994,0.991962
7695,0.999946
3592,0.997538
142,0.999901
4303,0.999966
890,0.992922
5642,0.999957
6603,0.000000
11639,0.000000
5401,0.000000
749,0.000000
10274,0.000000
9895,0.979828
70,0.999986
6100,0.000000
2162,0.000000
2901,0.000000
451,0.000000
5085,0.000000
538,0.000000
631,0.999996
5365,0.000000
3333,0.000000
6832,0.999863
4631,0.999987
11863,0.999991
8110,0.956686
2516,0.000000
1570,0.000000
11002,0.999203
5455,1.000000
8954,0.000000
1348,0.000000
3178,0.999996
552,0.939534
9562,0.000000
1215,0.959171
2576,0.000000
9600,0.000000
705,0.999349
2739,0.941833
10848,1.000000
7881,1.000000
5320,0.998516
1454,0.000000
4461,0.000000
1880,0.000000
5640,0.889959
7706,0.736414
9257,0.021959
10634,0.000000
127,0.999999
12158,0.990487
8152,0.000000
10845,0.999967
11358,1.000000
4571,1.000000
1639,0.759347
7938,0.999999
4665,0.999999
4086,0.999993
12366,1.000000
364,0.000000
5478,0.999999
1499,0.000000
11896,0.000000
6449,0.978040
3353,0.000000
4892,0.000000
3249,0.000000
7307,0.000005
8546,0.000000
7047,1.000000
4230,0.999999
1092,0.015804
9299,0.000000
6601,0.000006
3829,1.000000
3700,0.000000
9492,0.000000
1601,0.000000
9207,0.999990
5277,1.000000
1689,0.000000
3771,0.022213
100,0.000000
9066,1.000000
7346,1.000000
5547,0.000000
10439,0.000001
9979,0.000000
856,0.000000
2758,0.000000
5444,0.999999
10774,0.000000
3324,0.000000
2961,0.785296
8231,0.000000
11263,0.000000
10277,0.000350
131,0.999999
5544,0.000000
9237,0.000000
1378,1.000000
4765,1.000000
8292,1.000000
5191,0.999973
3729,0.000000
1515,0.004011
11354,0.000000
7469,0.999999
4221,0.000000
5245,0.000000
9805,0.000000
10371,0.000000
7528,0.999999
3794,0.999539
8488,0.999910
2538,0.004739
4300,1.000000
3937,0.999910
4397,0.999996
4577,0.999999
6486,0.000278
6461,0.337247
7409,0.000000
4503,0.000000
10653,0.000000
8763,0.000978
9452,0.000000
1,1.000000
5252,0.000000
10052,0.000000
1605,0.649052
12137,0.000000
11534,0.000000
9518,0.000000
6724,0.000000
11506,0.999980
3757,0.999972
11361,0.000000
9911,0.999863
4435,0.000000
3426,0.999999
11262,0.999952
2152,0.000000
4726,0.999747
9681,1.000000
4165,1.000000
6289,1.000000
2116,0.000000
7009,0.000000
1773,0.999896
6150,0.000000
3900,0.000000
1297,0.000000
3391,1.000000
2390,0.000000
9580,0.000000
6087,1.000000
7975,1.000000
3652,0.000000
10816,0.000000
8762,0.984721
3998,0.998950
6367,1.000000
6036,0.000002
9724,0.000000
4087,0.000000
1318,1.000000
144,0.001432
1632,1.000000
12165,0.993436
1070,1.000000
8884,0.999995
4109,0.000001
1337,0.000000
8840,0.000009
9040,1.000000
8332,0.999844
11437,1.000000
1980,1.000000
4057,1.000000
9167,0.999993
3376,0.000000
5086,0.017058
320,0.000000
2727,0.695006
2275,1.000000
2398,0.951988
11944,1.000000
8357,1.000000
7398,1.000000
6551,0.999902
8923,0.067882
8603,0.999699
10493,0.000000
9916,1.000000
8365,0.000000
3731,0.000000
10959,0.946236
4267,1.000000
5906,0.000000
8853,0.000000
10547,0.325964
332,0.022641
4365,0.000000
12129,0.000000
3111,0.000003
11938,1.000000
10237,0.000000
7020,0.000000
2974,1.000000
4145,0.992749
8723,0.000000
2246,0.999986
10789,0.000000
859,0.000001
892,1.000000
6963,1.000000
2772,0.706932
12322,0.999987
4370,0.999751
2630,0.000000
3621,1.000000
6864,0.000000
9936,0.000000
7459,0.000000
2617,1.000000
2953,0.000000
12202,0.000000
5217,0.329837
879,0.998581
2656,1.000000
6563,0.002082
7795,0.000000
5826,0.997484
1395,0.999423
3322,0.000000
11186,0.000038
6501,0.000000
906,0.000000
4967,0.000000
2880,0.000000
10723,0.997955
12461,1.000000
12416,0.999892
11665,0.999992
9645,0.997398
7614,0.000000
11377,0.000000
8775,1.000000
8927,0.999999
2314,0.039195
6699,0.998349
2792,0.999404
9376,0.000000
10191,0.000000
2956,0.999990
1764,1.000000
1212,0.000000
8697,0.993504
10153,0.999984
10120,0.000000
8536,0.000000
9576,0.995324
10262,1.000000
928,0.000000
7960,0.001496
10912,1.000000
10007,0.000000
8530,0.000000
2362,0.988958
6459,0.000000
1761,1.000000
7869,1.000000
10126,0.000000
11388,0.000000
1996,0.999661
2389,0.996364
3697,0.999984
792,1.000000
8532,0.992196
11705,0.999986
4820,1.000000
6988,0.000000
10302,0.918617
5203,0.996727
5499,0.000000
1065,0.000000
4499,1.000000
6144,0.000000
10085,0.999986
717,0.000000
12405,0.000000
3104,0.000000
5170,0.000000
4982,1.000000
11250,1.000000
5103,0.000000
9362,0.996020
2600,0.992148
11933,0.000000
9982,1.000000
1776,1.000000
5804,0.999866
7552,0.999979
10962,0.974881
7535,0.000000
2580,0.000000
11574,0.000000
10015,0.999971
4748,0.559559
8164,1.000000
3290,0.000000
5659,0.000000
6441,0.000000
2809,0.000000
860,0.000000
1264,0.000000
42,1.000000
6506,1.000000
7455,1.000000
9733,0.000000
8369,1.000000
7434,0.160496
3703,0.000045
4414,0.000000
6301,0.999368
11407,0.000000
10043,1.000000
7729,0.021122
7691,0.999955
8816,1.000000
5656,1.000000
8113,1.000000
4328,1.000000
8974,0.999999
136,0.000000
7901,1.000000
817,0.000000
4407,0.946718
11083,1.000000
8364,0.998905
2274,0.000000
7883,0.000000
10103,0.000000
4400,0.999805
7195,0.999978
3444,0.000000
1402,0.999979
8759,0.968045
11188,0.988903
10082,0.000000
10883,0.999987
9046,0.000000
10871,0.000000
8943,0.000000
2596,0.000001
5067,1.000000
10535,0.000000
2225,0.000000
4938,0.954348
2255,0.999946
10669,0.000000
11717,0.741208
7117,1.000000
11324,0.000000
3752,0.999997
5795,1.000000
7871,0.000000
11416,1.000000
1528,0.000000
5070,0.999214
6837,0.000001
8939,1.000000
11122,0.000000
3398,0.000000
12377,1.000000
8490,0.000000
3564,0.000035
11592,0.000000
3288,1.000000
3088,0.000000
6581,0.000000
8822,0.951743
8468,0.000000
4486,0.000000
4128,0.000000
8014,0.999141
8446,0.000000
6593,0.998561
6368,1.000000
201,0.999999
6573,1.000000
12294,0.997088
604,0.000001
9538,0.000000
8224,0.999999
8561,0.999998
12066,0.000000
6313,0.999995
3234,0.001217
11870,0.256202
1732,1.000000
5913,0.000000
9859,1.000000
9592,0.000000
11604,0.998435
3704,0.000000
6200,1.000000
517,1.000000
9601,0.000000
2567,0.000000
7312,0.000057
9561,0.000000
2944,0.000000
11084,0.919369
1466,0.000000
5857,0.000000
5495,0.999806
11461,1.000000
10339,1.000000
3036,0.000000
7676,0.000000
7767,0.000000
4447,1.000000
11710,0.000000
10219,0.000038
11580,0.995266
9407,1.000000
1036,0.900183
5763,0.000000
10,0.000000
6836,0.000003
9602,1.000000
8611,0.999998
7962,0.000000
56,0.941841
8646,0.999576
6543,0.000000
3717,0.976940
11835,0.995220
2627,1.000000
610,1.000000
8424,1.000000
6425,0.000005
9673,0.001247
5129,0.000000
6122,0.000000
7788,0.954064
2476,0.999997
4029,0.000000
11340,0.999985
12412,1.000000
7292,0.001089
6229,0.906006
12380,0.298550
11128,1.000000
11878,0.999994
6559,0.000000
9785,0.999999
10838,0.998896
11719,0.000000
3350,0.000000
1705,1.000000
1226,0.000000
3610,1.000000
11405,0.000000
2691,0.999995
8703,1.000000
11982,0.999977
6362,0.000000
4138,0.990591
4193,0.000000
629,0.999994
5078,1.000000
1375,0.000000
4632,0.000000
1103,0.000000
495,0.968821
5294,0.000000
6448,0.527881
10167,0.997928
10072,0.000000
8511,0.000000
7522,0.000000
8116,0.000000
3528,0.016326
9692,0.000000
9574,0.000000
12222,1.000000
10387,1.000000
1047,0.000000
7579,0.999980
6409,0.999285
1539,0.000000
5956,0.000000
549,0.000000
8030,0.000000
10996,1.000000
5038,0.000000
7702,0.000000
8059,0.000000
1340,0.999739
5688,0.999907
3252,1.000000
8592,1.000000
8256,0.999877
9338,0.000000
1723,0.000000
6562,0.000003
3257,0.000000
5215,1.000000
3287,0.999961
6654,1.000000
8228,0.996597
1711,0.999661
7815,1.000000
6474,0.000000
683,0.000000
7433,0.000000
2497,0.000000
4284,0.000000
11980,1.000000
373,1.000000
4209,0.000000
1334,0.318581
2308,0.179995
10508,0.000000
12076,0.999998
6495,0.000000
9841,0.999361
7771,0.000004
6191,0.000597
3458,0.000000
7334,1.000000
295,0.000000
11920,1.000000
1492,0.000000
11493,0.000000
8273,0.000000
9451,0.000000
1963,0.000000
3050,1.000000
7371,0.999776
2276,1.000000
388,0.000000
8894,0.000000
11363,1.000000
11137,0.000000
1113,0.000000
5152,0.000000
2711,0.000000
11050,1.000000
3074,0.999987
3711,0.000000
12422,1.000000
11753,1.000000
5400,1.000000
8800,1.000000
12246,0.986421
11834,0.000000
1028,0.000000
5552,0.000000
3014,0.000000
3496,0.000000
151,0.999995
8792,0.999772
7503,0.999948
3785,0.998943
4308,0.000118
9543,0.000000
11242,1.000000
8978,0.000000
5573,1.000000
4677,0.999999
296,1.000000
288,0.000000
1447,0.000921
12080,0.999996
4529,0.000000
8015,0.000000
11562,0.999985
3558,0.999977
11179,0.000000
6645,0.000000
6748,0.000000
7474,0.000000
6127,0.000001
11575,1.000000
8935,0.999992
7730,0.000000
11399,0.999948
12247,0.998247
9133,1.000000
10169,1.000000
5049,1.000000
27,1.000000
10603,0.000000
8779,0.125410
9061,0.994252
2300,0.999962
9991,1.000000
7584,0.999999
9868,0.000040
4714,0.119828
6550,0.000000
7527,0.000003
8160,0.999999
9125,0.000000
4764,0.000000
8061,0.999932
8928,0.000000
7305,1.000000
6612,0.000000
7385,0.000000
7133,0.999885
9880,1.000000
385,1.000000
10095,0.000000
5219,0.000001
7606,1.000000
8415,0.999999
11010,0.970076
11935,0.987263
284,1.000000
4409,1.000000
544,0.000000
4346,0.000000
2264,0.000002
6971,0.000000
448,0.000000
3163,0.000000
4359,0.000018
5466,0.000000
9790,0.000000
8641,0.000000
11570,0.000000
1905,1.000000
9200,1.000000
500,0.000000
5451,0.936200
11840,1.000000
1161,0.000000
5131,0.000000
10050,0.000000
11950,0.000000
9825,0.000000
9245,0.304833
10377,0.000000
4739,0.000000
279,0.000000
788,0.000000
5005,0.000000
12327,0.000000
8874,0.000000
11481,0.000000
5799,0.542789
6419,0.000000
3284,0.991776
3510,0.000000
9885,0.852557
2035,1.000000
5768,0.999979
1282,0.000000
9807,0.999991
12145,1.000000
11101,0.999999
12411,1.000000
6360,0.000000
4528,0.000000
3407,0.991540
7389,0.000000
7317,0.000000
2191,0.000000
1941,1.000000
1596,0.999998
10009,0.000000
3342,0.000000
3347,0.000000
6958,0.999998
7741,0.000000
6744,0.000056
5912,0.000000
2783,0.000000
3199,0.000000
4289,1.000000
1682,1.000000
6606,1.000000
12214,0.000000
7121,1.000000
5048,0.999999
5907,0.000000
9867,1.000000
9085,1.000000
11527,1.000000
10590,0.000000
6203,0.806234
11115,0.000000
10164,0.999999
5762,0.000000
8527,1.000000
5246,0.000000
2260,1.000000
2244,0.999881
7339,0.000000
10081,0.012311
10801,0.548379
3180,0.000001
11245,0.000000
2928,1.000000
3847,0.000000
10242,1.000000
4253,0.000000
7834,1.000000
7623,1.000000
6283,0.722956
1105,0.999740
11487,1.000000
2614,0.999694
150,0.000000
3924,0.978600
9723,0.999999
571,0.999950
11486,1.000000
1199,0.000000
2647,0.000000
7556,0.000000
3022,0.000002
1265,0.000000
11533,0.999996
935,1.000000
3530,0.999969
11223,0.000000
4770,0.000000
2798,1.000000
1823,0.000000
6198,0.000000
5480,0.000000
3838,0.999751
9593,0.000000
11981,0.000000
8797,0.999994
10487,0.999768
10480,0.000000
9321,0.992437
6211,0.000000
7916,0.999829
9676,0.000000
5759,0.999997
2737,1.000000
7935,1.000000
3869,0.000000
11595,0.000000
889,0.000000
9045,0.999998
6255,0.999078
1309,0.000000
1500,0.000000
8082,1.000000
12347,0.000767
2495,0.000000
12455,0.000000
12046,0.999989
7342,0.000000
4030,0.000000
4307,0.999125
8975,1.000000
1786,0.977408
1858,0.000000
3169,0.000000
11144,0.000000
10468,0.000000
7344,1.000000
8719,0.988548
7682,0.000000
1164,0.000000
8627,0.000051
11741,0.001821
10455,0.000000
4382,0.000000
4198,0.992161
11479,0.000051
639,0.000000
4760,0.000000
692,0.000000
5660,0.968422
10139,0.999689
11994,0.000000
1973,0.000000
11045,0.000000
5228,0.999998
11808,0.000240
2073,0.000000
12359,1.000000
94,0.999994
432,0.000000
624,0.000000
9360,0.999999
6893,0.000000
6434,0.000000
10288,0.000000
11535,1.000000
4207,0.000000
9368,0.000000
898,0.000000
10583,0.013109
1119,0.000000
5088,0.000000
414,0.000000
798,0.999822
4166,0.999962
2322,1.000000
12031,0.000000
11055,0.000000
2076,0.000000
941,0.000000
1555,0.000000
7304,0.000000
6682,0.000000
2033,0.998482
1154,1.000000
8056,1.000000
6952,1.000000
7811,0.000000
3591,0.000000
9110,0.000000
5952,1.000000
4633,0.000000
854,1.000000
5196,0.000000
2662,0.000007
10952,0.609818
5491,1.000000
6334,0.000773
4906,0.000000
5498,0.000000
2962,0.000005
8944,0.384775
5514,0.999987
9769,0.999569
716,0.191754
10916,1.000000
5703,0.999982
8009,0.000000
6499,0.999994
8915,0.999983
2777,0.550355
8833,0.000000
2068,0.000000
12407,0.999804
9719,0.000000
8489,0.000000
494,0.000000
11477,0.000000
8092,1.000000
7512,0.002638
7784,0.000000
4786,0.983108
9697,0.000000
3895,0.000000
1424,0.999995
1289,1.000000
12371,0.996745
2251,0.011167
3212,0.999959
8986,0.999999
7373,0.000002
164,0.999999
8652,0.000000
6195,0.000000
9621,0.000000
8013,0.046410
2622,0.000000
8668,1.000000
6745,1.000000
2320,0.816402
967,0.000000
9201,0.000000
4581,1.000000
4197,0.000000
8917,0.000000
5643,0.000000
8749,0.000000
5395,0.999994
673,0.000000
11488,1.000000
2492,0.000000
3488,1.000000
9957,0.000000
5869,1.000000
7412,1.000000
2721,1.000000
4156,0.000000
8608,0.000000
6247,0.000000
3483,0.000000
6223,0.956379
